Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P,2P,2PA,2P,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1046,Mark Jackson,PG,35,TOR,54,54,1802,3.4,8.1,0.422,1.1,3.3,0.345,2.3,4.8,0.475,1.3,1.5,0.842,0.8,2.9,3.7,9.9,1.3,0.1,2.3,1.7,9.2
1047,Mark Jackson,PG,26,NYK,81,81,2461,5.4,10.9,0.491,0.2,0.6,0.256,5.2,10.3,0.506,2.5,3.2,0.77,1.4,3.1,4.5,10.2,1.6,0.2,3.1,2.2,13.4
1048,Mark Jackson,PG,31,TOT,82,82,3054,3.4,8,0.426,0.8,2.1,0.371,2.6,5.9,0.445,2,2.5,0.789,1.1,3.6,4.7,11,1.1,0.1,3.2,1.9,9.6
1049,Mark Jackson,PG,35,TOT,83,82,2588,3.4,8.1,0.419,1,2.9,0.338,2.4,5.2,0.463,1,1.3,0.785,0.9,3.4,4.2,9.2,1.2,0.1,2.4,1.9,8.8
1050,Mark Macon,SG,22,DEN,76,67,2304,5.2,13.9,0.375,0.1,0.5,0.133,5.1,13.4,0.383,2.1,2.9,0.73,1.2,2.2,3.4,2.6,2.4,0.2,2.4,3.8,12.6
1051,Mark Madsen,PF,32,MIN,20,6,151,0.7,4.5,0.158,0,0,,0.7,4.5,0.158,0.7,2.9,0.25,4.3,4.8,9.1,1,0.7,0.5,2.1,6,2.1
1052,Mark Madsen,PF,25,LAL,70,3,641,3.1,6.3,0.487,0.1,0.1,1,3,6.3,0.482,1.5,2.1,0.703,4.2,4.4,8.5,1.3,0.4,0.4,1.5,6.2,7.7
1053,Mark Pope,PF,28,MIL,63,45,942,2.4,5.4,0.437,0.2,0.9,0.208,2.2,4.5,0.483,0.8,1.3,0.629,2.1,3.5,5.6,1.5,0.6,1,0.6,5.4,5.8
1054,Mark Price,PG,32,GSW,70,49,1876,5,11.3,0.447,2.1,5.4,0.396,2.9,5.9,0.493,3,3.3,0.906,0.7,2.7,3.4,6.6,1.3,0.1,3.1,1.9,15.2
1055,Mark Price,PG,27,CLE,72,72,2138,7.4,15.1,0.488,1.7,4.4,0.387,5.7,10.7,0.53,4.5,4.8,0.947,0.6,2.3,2.9,9,1.6,0.2,2.7,1.9,21
1056,Mark Randall,PF,24,MIN,39,0,374,5.6,12.2,0.457,0.3,1.3,0.214,5.3,10.9,0.487,2.5,3.4,0.743,3.4,2.6,6,2.5,1.2,0.3,1.8,3,14
1057,Mark Randall,PF,24,TOT,54,0,441,5.6,12.2,0.456,0.2,1.3,0.188,5.3,10.9,0.489,2.6,3.5,0.744,3.2,2.6,5.8,2.7,1,0.2,2,3.2,14
1058,Mark Strickland,PF,26,MIA,31,0,153,5.9,14.1,0.417,0,0.2,0,5.9,13.9,0.424,2.8,4.9,0.571,3.8,4.9,8.7,0.2,0.9,2.4,3.5,4,14.6
1059,Mark Strickland,SF,30,DEN,46,2,517,5.7,12.9,0.443,0,0.1,0,5.7,12.8,0.446,2.6,4.1,0.627,3,5.4,8.4,1.2,0.8,1.3,1.7,4,14
1060,Mark Strickland,SF,30,TOT,55,2,719,5.2,12,0.431,0.1,0.1,0.5,5.1,11.9,0.43,2.3,3.5,0.643,2.7,5.4,8.1,1.2,0.8,1.1,1.7,3.6,12.6
1061,Mark West,C,36,CLE,70,43,959,3.8,6.8,0.556,0,0,,3.8,6.8,0.556,1,2.1,0.482,2.6,4.4,7,0.7,0.4,2.1,2,5.3,8.5
1062,Mark West,C,31,PHO,82,11,1436,4.9,7.8,0.632,0,0,,4.9,7.8,0.632,2.7,4.3,0.637,3.4,6,9.3,0.6,0.4,2,2.1,6,12.6
1063,Markieff Morris,PF,24,PHO,81,0,2153,6.9,14.1,0.486,0.6,1.8,0.315,6.3,12.3,0.512,4.3,5.5,0.792,2.3,5.8,8.1,2.4,1.1,0.9,2.5,3.9,18.6
1064,Marko Jaric,SG,29,MIN,75,56,2189,3.7,8.7,0.43,0.8,2.1,0.362,3,6.6,0.451,2,2.7,0.742,0.6,3,3.7,5.1,1.6,0.5,2.1,3,10.2
1065,Marquis Daniels,SG,27,IND,74,1,1546,5.6,13.1,0.43,0.6,2.4,0.265,5,10.7,0.466,2.3,3.2,0.698,1.5,3.4,4.9,3.2,1.8,0.4,2.6,2.8,14.1
1066,Marquis Teague,SG,20,TOT,40,3,443,3.1,9.7,0.319,0.4,1.5,0.278,2.7,8.2,0.327,2.1,2.8,0.743,0.1,3.2,3.3,4.7,0.8,0.4,3.2,3.7,8.7
1067,Marreese Speights,C,26,GSW,79,3,982,7.1,16.2,0.441,0.3,1.1,0.258,6.9,15.1,0.455,4,4.9,0.821,3.7,6.9,10.6,1.2,0.4,1.2,2.4,5.4,18.6
1068,MarShon Brooks,SG,25,TOT,35,0,316,6.5,14.2,0.456,1.5,2.8,0.52,5,11.4,0.44,3.6,5,0.727,1.1,5,6.2,2.8,1.6,0.5,2.7,2.4,18.1
1069,Martell Webster,SF,21,POR,75,70,2132,4.7,11.1,0.422,2.1,5.4,0.388,2.6,5.7,0.454,2.1,2.8,0.735,0.9,4.1,5,1.5,0.7,0.5,1.4,2.7,13.5
1070,Martell Webster,SF,27,WAS,78,13,2157,4.2,9.8,0.433,2.4,6.2,0.392,1.8,3.6,0.502,1.8,2.1,0.84,0.6,3.1,3.7,1.6,0.7,0.3,1,2.5,12.7
1071,Martin Muursepp,PF,22,DAL,32,0,321,5.5,13.1,0.419,0.3,2.2,0.15,5.2,10.9,0.474,4.3,6.3,0.679,3.7,3.3,7,1.9,1.3,1.1,1.7,6.2,15.6
1072,Martin Muursepp,PF,22,TOT,42,0,348,5.6,13.6,0.412,0.4,2.5,0.167,5.2,11.1,0.467,4.6,7.2,0.629,3.6,3.3,6.9,2.1,1.2,1.1,1.9,6,16.1
1073,Marty Conlon,C,24,SEA,45,1,381,4.5,9.5,0.475,0,0,,4.5,9.5,0.475,2.3,3,0.75,3.1,3.4,6.5,1.1,0.9,0.7,2.6,3.8,11.3
1074,Marty Conlon,C,29,BOS,74,15,1614,4.8,10.1,0.471,0,0.2,0.2,4.7,9.9,0.477,3.2,3.8,0.842,2.9,4.3,7.2,2.3,1,0.4,2.4,3.4,12.8
1075,Marvin Williams,PF,27,UTA,66,50,1674,5,11.3,0.439,1.8,5,0.359,3.2,6.3,0.503,1.2,1.6,0.781,1.8,5.4,7.2,1.7,1.2,0.7,1.1,3.2,13
1076,Marvin Williams,SF,21,ATL,80,80,2765,5.5,12,0.462,0,0.1,0.1,5.5,11.8,0.466,4.4,5.3,0.822,1.5,4.4,6,1.8,1.1,0.4,1.7,2.9,15.4
1077,Mason Plumlee,PF,23,BRK,70,22,1275,5.6,8.5,0.659,0,0.1,0,5.6,8.4,0.666,3.4,5.5,0.626,2.8,5.9,8.7,1.7,1.4,1.6,2.2,4.8,14.7
1078,Mateen Cleaves,PG,23,DET,78,8,1268,4.5,11.4,0.4,0.1,0.5,0.294,4.4,10.9,0.405,2.8,3.9,0.708,0.7,3,3.7,5.9,1.4,0,3.9,4.3,12
1079,Matt Barnes,SF,33,LAC,63,40,1735,4.8,10.9,0.438,2,5.9,0.343,2.8,5.1,0.549,1.4,1.9,0.733,1.2,4.8,6.1,2.6,1.2,0.6,1.8,3.8,13
1080,Matt Barnes,PF,27,GSW,73,18,1414,4.8,11.3,0.423,1.3,4.6,0.293,3.4,6.6,0.513,1.5,2,0.747,2.4,5.9,8.2,3.5,1.2,0.9,2.2,4,12.4
1081,Matt Bonner,PF,33,SAS,61,0,690,3.8,8.6,0.445,2.2,5.1,0.429,1.6,3.4,0.47,0.5,0.6,0.75,0.8,5.9,6.8,1.6,0.8,0.6,0.8,2.6,10.3
1082,Matt Bonner,PF,27,SAS,68,3,853,5.1,12.3,0.416,1.9,5.8,0.336,3.2,6.5,0.487,1.6,1.9,0.864,2.2,5.9,8.1,1.4,0.6,0.7,1.6,4.7,13.8
1083,Matt Bullard,PF,33,HOU,61,5,1000,4.6,11,0.423,3.1,7.7,0.404,1.5,3.3,0.467,0.4,0.5,0.714,0.8,3.9,4.7,1.5,0.4,0.3,0.4,2.7,12.7
1084,Matt Bullard,PF,29,HOU,71,12,1025,4,10,0.401,2.4,6.4,0.366,1.7,3.5,0.465,0.9,1.2,0.735,0.5,3.7,4.1,2.4,0.7,0.6,1.3,2.4,11.2
1085,Matt Bullard,PF,24,HOU,80,7,1278,5.8,12.6,0.459,1.8,4.7,0.386,4,7.9,0.502,1.1,1.4,0.76,2.1,4.2,6.3,2.1,0.7,0.6,1.6,3.6,14.4
1086,Matt Carroll,SG,27,CHA,80,18,2016,4.5,10.5,0.428,1.9,4.3,0.436,2.6,6.2,0.422,2,2.5,0.804,0.6,3.4,4,1.3,0.8,0.3,1,3.3,12.9
1087,Matt Geiger,C,31,PHI,35,4,542,5.8,14.9,0.393,0,0.1,0,5.8,14.7,0.396,2.5,3.6,0.685,3.3,5.9,9.2,0.9,0.8,0.5,1.7,4.8,14.1
1088,Matt Geiger,C,27,CHH,49,13,1044,5.9,12.1,0.489,0.2,0.7,0.3,5.7,11.4,0.5,3.1,4.4,0.701,3.4,5.4,8.9,1.3,0.7,0.9,2.3,5.3,15.1
1089,Matt Harpring,SG,24,CLE,56,55,1615,5.3,11.7,0.454,0.3,1.2,0.25,5,10.5,0.477,3,3.7,0.812,2,3.4,5.4,2.3,0.9,0.4,2,3.6,13.9
1090,Matt Harpring,SF,31,UTA,76,0,1374,6.2,12.4,0.5,0.1,0.3,0.2,6.2,12.2,0.506,3.8,5.4,0.712,2.5,3.8,6.3,2.1,1.2,0.4,2.5,4.2,16.3
1091,Matt Maloney,PG,29,ATL,55,27,1403,3.7,8.9,0.42,1.3,3.6,0.359,2.4,5.3,0.461,0.7,0.9,0.765,0.4,2.6,3,4,1.4,0.1,1.8,2.4,9.5
1092,Matt Maloney,PG,25,HOU,82,82,2386,4.1,9.3,0.441,2.3,5.7,0.404,1.8,3.5,0.5,1.1,1.4,0.763,0.3,2.1,2.4,4.6,1.2,0,1.8,1.9,11.6
1093,Matthew Dellavedova,SG,23,CLE,72,4,1271,3.5,8.4,0.412,1.6,4.4,0.368,1.8,4,0.461,1.1,1.4,0.792,0.8,2.7,3.5,5.3,0.9,0.1,1.7,3.4,9.6
1094,Maurice Ager,SG,23,TOT,26,3,165,4.6,14.2,0.323,0.7,4.1,0.158,3.9,10,0.391,1.3,2.6,0.5,0.9,2,2.8,1.7,0,0.2,1.3,3.7,11.1
1095,Maurice Cheeks,PG,35,ATL,56,0,1086,3.8,8.3,0.462,0.1,0.2,0.5,3.7,8.1,0.461,0.9,1.4,0.605,1,2.2,3.1,6.1,2.8,0,1.2,2.4,8.6
1096,Maurice Evans,SG,29,ORL,68,47,1624,5.6,11.5,0.489,1.8,4.5,0.396,3.8,7,0.549,1,1.5,0.691,2,2.7,4.6,1.5,0.9,0.2,0.9,2.9,14
1097,Maurice Evans,SG,29,TOT,75,47,1720,5.5,11.4,0.481,1.7,4.4,0.388,3.8,7,0.539,1.2,1.7,0.711,1.9,2.6,4.6,1.7,1,0.2,0.8,3,13.9
1098,Maurice Harkless,SF,20,ORL,80,41,1950,4.1,8.9,0.464,1.1,2.8,0.383,3,6.1,0.502,1.6,2.6,0.594,1.3,3.6,4.9,1.5,1.8,0.9,1.6,2.6,10.9
1099,Maurice Taylor,SF,24,HOU,69,69,1972,7.1,14.5,0.489,0,0.1,0,7.1,14.5,0.492,2.2,3,0.735,2,4.9,6.9,1.9,0.5,0.7,2.3,3.8,16.4
1100,Mehmet Okur,C,28,UTA,72,72,2390,5.6,12.7,0.445,1.7,4.4,0.388,3.9,8.2,0.475,2.8,3.5,0.804,2,6.4,8.4,2.2,0.8,0.4,1.6,3.6,15.8
1101,Melvin Booker,PG,24,TOT,21,4,430,3.9,8.8,0.438,1,3.1,0.324,2.8,5.7,0.5,1.5,1.7,0.9,0.6,1.8,2.4,4.4,0.3,0.2,2.3,2.3,10.2
1102,Melvin Ely,C,29,NOH,52,1,621,4.9,10.4,0.472,0,0,,4.9,10.4,0.472,1.9,3.4,0.552,1.6,6.8,8.4,1.3,0.4,1,2.4,4.6,11.7
1103,Metta World Peace,SF,34,NYK,29,1,388,5.2,13.1,0.397,1.6,5,0.315,3.6,8.1,0.448,0.9,1.5,0.625,1.7,3.8,5.5,1.6,2.2,0.7,1.8,4.1,12.9
1104,Metta World Peace,SF,28,SAC,57,54,2172,7.2,15.9,0.453,1.4,3.7,0.38,5.8,12.3,0.475,3.5,4.9,0.719,1.7,3.8,5.4,3.3,2.2,0.6,2.5,2.6,19.4
1105,Metta World Peace,SF,21,CHI,76,74,2363,5,12.4,0.401,0.7,2.3,0.291,4.3,10.2,0.426,3.2,4.3,0.75,0.9,3.6,4.5,3.5,2.3,0.7,2.4,3.9,13.8
1106,Meyers Leonard,C,21,POR,40,0,355,4.2,9.2,0.451,0,0.6,0,4.2,8.6,0.482,1.6,2.1,0.762,2.6,8.6,11.3,1.8,0.7,0.5,1.5,7.7,9.9
1107,Michael Adams,PG,29,WSB,78,78,2795,6.2,15.9,0.393,1.6,5,0.324,4.6,10.9,0.425,4,4.6,0.869,0.7,3.2,4,7.7,1.9,0.1,2.7,2.1,18.1
1108,Michael Beasley,SF,25,MIA,55,2,831,7.7,15.4,0.499,0.9,2.3,0.389,6.8,13,0.518,2.6,3.4,0.772,1.3,6.1,7.5,1.8,1,0.9,2.5,4,18.9
1109,Michael Cage,C,35,PHI,82,24,1247,1.9,4.1,0.468,0,0,,1.9,4.1,0.468,0.5,1.2,0.463,3.2,6,9.2,1.2,1.4,1.2,0.5,3.4,4.4
1110,Michael Cage,PF,30,SEA,82,69,2461,4.5,7.9,0.566,0,0.1,0,4.5,7.9,0.572,1.6,2.5,0.62,3.9,6.8,10.6,1.3,1.4,0.8,1.1,3.5,10.5
1111,Michael Carter-Williams,PG,22,PHI,70,70,2414,6.4,15.7,0.405,0.8,3.1,0.264,5.5,12.6,0.44,3.8,5.5,0.703,1.5,5,6.5,6.6,1.9,0.6,3.7,3.2,17.4
1112,Michael Curry,SG,32,DET,68,58,1485,3.5,7.7,0.455,0.1,0.2,0.444,3.4,7.5,0.455,1.5,1.8,0.849,0.5,2.4,2.9,3.2,0.7,0.1,1.5,4.2,8.6
1113,Michael Curry,SG,28,DET,81,2,1217,2.9,6.5,0.448,0.7,2.3,0.299,2.2,4.3,0.528,2.9,3.2,0.898,0.7,2.8,3.5,1.3,0.9,0.4,0.8,3.8,9.4
1114,Michael Dickerson,SG,25,VAN,70,69,2618,5.8,14,0.417,1.2,3.2,0.374,4.7,10.9,0.429,2.8,3.7,0.763,1,2.2,3.1,3.2,0.9,0.4,2.2,2.8,15.7
1115,Michael Doleac,C,30,MIN,24,8,257,3.9,8.8,0.444,0,0,,3.9,8.8,0.444,0.1,0.3,0.5,2.2,4.6,6.9,1,1.4,1.4,1.7,6.2,8
1116,Michael Doleac,C,23,ORL,77,21,1398,5.7,13.6,0.417,0,0.1,0,5.7,13.5,0.42,1.3,1.5,0.847,1.8,5.2,7,1.7,1,1.1,1.5,6.2,12.6
1117,Michael Finley,SF,23,PHO,27,18,796,6.4,13.4,0.475,0.6,2.5,0.255,5.7,10.9,0.525,2.5,3.1,0.812,1.5,3.9,5.4,3.1,0.8,0.2,2,1.9,15.9
1118,Michael Finley,SF,23,DAL,56,36,1994,6,14,0.432,1.6,4.1,0.387,4.5,9.9,0.45,2.6,3.2,0.807,1,3.6,4.5,2.8,0.9,0.4,2.2,1.7,16.2
1119,Michael Finley,SG,34,SAS,82,61,2204,5.1,12.4,0.414,2.2,5.8,0.37,3,6.6,0.453,1,1.3,0.8,0.4,3.7,4.1,1.9,0.5,0.2,0.9,1.5,13.5
1120,Michael Finley,SF,27,DAL,82,82,3443,7.4,16.2,0.458,1,2.7,0.346,6.5,13.5,0.481,2.6,3.4,0.775,1.1,3.3,4.4,3.8,1.2,0.3,2,1.8,18.5
1121,Michael Finley,SF,23,TOT,83,54,2790,6.1,13.8,0.444,1.3,3.6,0.361,4.8,10.2,0.473,2.6,3.2,0.808,1.1,3.7,4.8,2.9,0.9,0.3,2.1,1.8,16.1
1122,Michael Hawkins,PG,24,BOS,29,0,326,3.2,7.5,0.426,1.1,3.4,0.323,2.1,4.1,0.514,1.3,1.7,0.8,1,2.4,3.4,7.1,1.8,0.1,3.1,4.4,8.8
1123,Michael Jordan*,SG,28,CHI,80,80,3102,10.9,21.1,0.519,0.3,1.2,0.27,10.6,19.9,0.533,5.7,6.8,0.832,1.1,4.9,5.9,5.7,2.1,0.9,2.3,2.3,27.9
1124,Michael Jordan*,SG,33,CHI,82,82,3106,10.7,21.9,0.486,1.3,3.4,0.374,9.4,18.5,0.507,5.6,6.7,0.833,1.3,4.3,5.6,4.1,1.6,0.5,1.9,1.8,28.2
1125,Michael Kidd-Gilchrist,SF,20,CHA,62,62,1502,4,8.5,0.473,0,0.2,0.111,4,8.2,0.483,2.7,4.4,0.614,2.6,5.2,7.8,1.2,1,0.9,1.4,3.5,10.7
1126,Michael Olowokandi,C,25,LAC,82,82,2127,5.2,12,0.435,0,0,,5.2,12,0.435,1.4,2.6,0.545,2.8,6,8.9,0.8,0.5,1.8,2.9,4.2,11.9
1127,Michael Redd,SG,28,MIL,72,71,2702,7.3,16.6,0.442,1.7,4.8,0.362,5.6,11.8,0.475,5.4,6.5,0.82,1.1,3,4.1,3.3,0.9,0.2,2.4,1.6,21.7
1128,Michael Ruffin,PF,24,CHI,45,16,879,1.6,3.7,0.444,0,0,,1.6,3.7,0.444,1.6,3.2,0.506,4.1,6.6,10.7,1.6,1.2,1.6,1.9,5.4,4.9
1129,Michael Ruffin,C,31,MIL,46,2,632,1.9,3.5,0.532,0,0,,1.9,3.5,0.532,1.4,3.6,0.397,5.1,5.5,10.6,1.4,1.8,1.1,1.1,5.3,5.2
1130,Michael Smith,PF,28,WAS,79,29,1610,2.4,4.9,0.486,0,0,0,2.4,4.9,0.488,2,3.4,0.578,3.8,8.7,12.6,2.3,1.3,0.8,1.4,3.5,6.7
1131,Michael Smith,PF,24,SAC,81,52,2526,2.9,5.3,0.539,0,0,,2.9,5.3,0.539,1.8,3.7,0.496,3.7,7.3,11,2.7,1.2,0.9,1.9,3.6,7.6
1132,Michael Stewart,C,25,TOR,26,0,123,3.2,10,0.324,0,0,,3.2,10,0.324,3.2,5.3,0.611,4.7,3.8,8.5,0.6,1.2,0.9,1.5,5.6,9.7
1133,Micheal Williams,PG,25,IND,79,76,2750,5.3,10.8,0.49,0.1,0.4,0.242,5.2,10.4,0.501,4.9,5.6,0.871,1,2.7,3.7,8.5,3.1,0.3,3.1,3.4,15.6
1134,Mickael Gelabale,SG,24,SEA,39,0,465,5.3,12.2,0.439,1.2,2.9,0.432,4.1,9.3,0.442,1.1,1.4,0.778,1.2,3.3,4.5,2.6,0.8,0.7,2.1,2.4,13
1135,Mickael Pietrus,SF,25,GSW,66,16,1316,4.7,10.6,0.439,1.8,5,0.361,2.8,5.6,0.51,1.8,2.7,0.673,1.8,4.8,6.6,1.3,1.8,1.2,1.3,5.5,12.9
1136,Mike Bibby,PG,29,ATL,33,32,1100,5.6,13.5,0.414,2.3,6.1,0.369,3.3,7.3,0.451,1.8,2.3,0.797,0.2,3.2,3.4,7,1.1,0.1,2.7,2.1,15.2
1137,Mike Bibby,PG,29,TOT,48,44,1573,5.7,13.8,0.411,2.1,5.7,0.375,3.5,8.1,0.437,1.8,2.3,0.78,0.4,3.3,3.7,6.6,1.2,0.1,2.7,2.2,15.3
1138,Mike Bibby,PG,22,VAN,82,82,3190,5.9,13.1,0.454,1.2,3.2,0.379,4.7,9.8,0.478,1.6,2.1,0.761,0.5,2.9,3.4,7.7,1.2,0.1,2.8,1.7,14.7
1139,Mike Brown,C,28,UTA,82,1,1783,4.5,9.9,0.453,0,0,0,4.5,9.8,0.454,3.8,5.8,0.667,3.8,5.8,9.6,1.6,0.8,0.7,2.1,4,12.8
1140,Mike Conley,PG,20,MEM,53,46,1381,4.9,11.5,0.428,0.8,2.4,0.33,4.1,9.1,0.453,2.3,3.2,0.732,0.5,3.1,3.6,5.8,1.1,0.1,2.3,2.2,13
1141,Mike Conley,PG,26,MEM,73,73,2446,6.8,15.2,0.45,1.5,4.3,0.361,5.3,10.9,0.484,3.3,4.1,0.815,0.6,2.5,3.1,6.5,1.6,0.2,2.2,2.1,18.5
1142,Mike Dunleavy,SF,33,CHI,82,61,2584,4.6,10.8,0.43,1.7,4.5,0.38,2.9,6.3,0.467,2,2.3,0.854,0.6,4.2,4.8,2.6,0.9,0.6,1.5,2.3,12.9
1143,Mike Dunleavy,SG,27,IND,82,82,2953,6.5,13.6,0.476,2,4.7,0.424,4.5,8.9,0.504,4.1,4.9,0.834,0.7,4.4,5.2,3.5,1,0.4,2.3,2.5,19.1
1144,Mike Gminski,C,32,CHH,35,10,499,6.5,14.4,0.452,0.1,0.2,0.333,6.4,14.1,0.454,1.5,2,0.75,2.7,5.8,8.5,2.2,0.8,1.2,1.4,2.7,14.6
1145,Mike Harris,PF,30,UTA,20,0,225,4.6,9.8,0.475,0,0.3,0,4.6,9.4,0.492,4.2,4.3,0.963,2.4,2.9,5.3,0.8,2.6,1.1,1.8,5.8,13.4
1146,Mike Iuzzolino,PG,24,DAL,52,21,1280,4.5,10,0.451,1.7,3.8,0.434,2.8,6.2,0.461,3,3.6,0.836,0.8,2,2.8,5.5,0.9,0,2.6,2.2,13.7
1147,Mike James,PG,32,NOH,21,0,183,4.3,12.6,0.344,1.4,4.5,0.304,3,8.1,0.366,1.2,1.2,1,0.6,2.8,3.3,1.2,0.8,0,1.4,2.4,11.2
1148,Mike James,PG,32,HOU,33,1,537,5.3,15.2,0.35,1.6,5,0.324,3.7,10.2,0.362,2.2,2.8,0.786,0.7,2.7,3.5,3.6,1.1,0.1,1.9,2.9,14.4
1149,Mike James,PG,32,TOT,54,1,720,5,14.5,0.348,1.5,4.8,0.32,3.5,9.6,0.363,1.9,2.4,0.813,0.7,2.7,3.4,3,1,0.1,1.8,2.8,13.6
1150,Mike Miller,SG,27,MEM,70,70,2474,6,12,0.502,2.3,5.2,0.432,3.8,6.8,0.557,2.4,3.1,0.774,0.7,6.1,6.8,3.5,0.5,0.2,2.6,2.1,16.7
1151,Mike Miller,SF,33,MEM,82,4,1707,4.5,9.3,0.481,2.3,4.9,0.459,2.2,4.4,0.505,1,1.2,0.821,0.6,3.7,4.4,2.7,0.5,0.1,1.6,2,12.2
1152,Mike Miller,SF,20,ORL,82,62,2390,5.5,12.7,0.436,2.2,5.5,0.407,3.3,7.2,0.457,1.4,1.9,0.711,1,3.9,4.9,2.1,0.8,0.3,1.5,3,14.7
1153,Mike Muscala,PF,22,ATL,20,0,215,5.2,12.2,0.425,0,0.5,0,5.2,11.7,0.443,2.3,2.3,1,2.8,5.9,8.7,1.2,0.5,1.7,2,4.9,12.7
1154,Mike Penberthy,PG,26,LAL,53,0,851,3.9,9.4,0.414,2.3,5.9,0.396,1.6,3.5,0.446,1.2,1.3,0.903,0.4,2.2,2.7,3,0.9,0.1,1.4,2.4,11.3
1155,Mike Sanders,SF,31,CLE,21,20,552,5.3,9.1,0.583,0.1,0.2,0.333,5.2,8.9,0.588,2,2.7,0.756,1.8,4,5.7,2.7,1.4,0.6,1,4.9,12.7
1156,Mike Sanders,SF,31,TOT,31,20,633,5.2,9.2,0.571,0.1,0.2,0.333,5.2,9,0.576,2,2.7,0.766,1.5,3.9,5.5,3,1.4,0.6,1.3,4.7,12.6
1157,Mike Scott,PF,25,ATL,80,6,1482,7.3,15.3,0.479,1.5,4.9,0.31,5.8,10.4,0.558,2.5,3.2,0.78,1.5,5.4,6.9,1.8,0.7,0.2,1.9,2.9,18.6
1158,Mikki Moore,C,25,DET,81,2,1154,4.1,8.4,0.493,0,0,0,4.1,8.3,0.494,3,4.1,0.731,3.8,6.1,9.9,1,0.7,1.9,2.3,6.3,11.2
1159,Mikki Moore,PF,32,SAC,82,79,2385,4.3,7.4,0.577,0,0,0,4.3,7.4,0.579,2,2.7,0.736,2.4,5,7.5,1.3,0.5,0.7,1.7,4.7,10.5
1160,Miles Plumlee,C,25,PHO,80,79,1964,5.2,10.1,0.517,0,0,,5.2,10.1,0.517,1.4,2.4,0.561,3.6,7.8,11.5,0.8,0.9,1.6,2,3.4,11.8
1161,Milt Palacio,PG,22,BOS,58,6,1141,4,8.4,0.472,0.4,1.1,0.333,3.6,7.3,0.494,2.5,2.9,0.848,0.8,2.4,3.2,4.8,1.5,0,2.5,2.6,10.8
1162,Miroslav Raduljica,C,26,MIL,48,2,465,5.3,9.8,0.54,0,0,,5.3,9.8,0.54,3.5,4.3,0.818,4.2,4.2,8.4,1.8,0.5,1,2.2,6.5,14
1163,Mirza Teletovic,SF,28,BRK,72,7,1396,5.7,13.6,0.418,3.5,9,0.39,2.2,4.6,0.472,1.1,1.6,0.71,1.5,5.3,6.9,1.5,0.7,0.6,1.4,3.7,16
1164,Mitch Richmond*,SG,35,WAS,37,30,1216,6.1,14.9,0.407,1.3,3.9,0.338,4.7,11,0.431,4.2,4.7,0.894,0.4,2.8,3.2,3.3,1.3,0.2,2.5,2.5,17.7
1165,Mitch Richmond*,SG,26,SAC,80,80,3095,8,17,0.468,1.2,3.1,0.384,6.8,13.9,0.486,3.8,4.7,0.813,0.7,3,3.7,4.8,1.1,0.4,2.9,2.7,21
1166,Mitch Richmond*,SG,31,SAC,81,81,3125,8.3,18.2,0.454,2.4,5.5,0.428,5.9,12.7,0.466,5.3,6.1,0.861,0.7,3,3.7,3.9,1.4,0.3,2.7,2.4,24.1
1167,Mitchell Butler,SG,26,POR,49,1,465,4,9.7,0.416,0.9,3,0.308,3.1,6.7,0.465,2.5,3.9,0.64,1.5,2.6,4.1,2.3,1,0.2,2.1,4.3,11.5
1168,Mitchell Wiggins,SG,32,PHI,49,0,569,5.6,14.5,0.384,0,0.1,0,5.6,14.4,0.386,2.2,3.2,0.686,2.7,3.2,5.9,1.4,1.3,0.1,1.6,4.2,13.3
1169,Mo Williams,PG,25,MIL,66,66,2410,6.6,13.7,0.48,1.3,3.5,0.385,5.3,10.3,0.512,2.5,2.9,0.856,0.6,2.9,3.4,6.3,1.2,0.1,2.7,2.8,17
1170,Mo Williams,PG,31,POR,74,0,1834,5.5,13.2,0.417,1.6,4.4,0.369,3.9,8.8,0.441,1.5,1.7,0.876,0.8,2.2,3,6.3,1.1,0.2,2.9,3.9,14.2
1171,Monta Ellis,SG,22,GSW,81,72,3071,7.6,14.4,0.531,0.1,0.6,0.231,7.5,13.8,0.545,3.8,4.9,0.767,1.6,3.2,4.7,3.7,1.5,0.3,2,2.3,19.2
1172,Monta Ellis,PG,28,DAL,82,82,3023,6.9,15.2,0.451,0.8,2.5,0.33,6,12.7,0.474,4,5.1,0.788,0.5,3.1,3.5,5.6,1.7,0.3,3.1,2.3,18.6
1173,Monty Williams,SF,25,SAS,65,26,1345,6.3,12.3,0.509,0,0,0,6.3,12.3,0.51,3.2,5,0.645,2.6,2.9,5.5,2.4,1.5,1.4,3.1,4.3,15.7
1174,Monty Williams,SF,29,ORL,82,0,1211,4.8,10.8,0.445,0,0.4,0.077,4.8,10.4,0.459,2.5,4,0.639,2.6,4.7,7.2,2.3,0.9,0.5,2.5,4,12.2
1175,Moochie Norris,PG,27,HOU,82,6,1654,4,9,0.446,0.5,1.9,0.281,3.5,7.1,0.491,3.3,4.2,0.778,1,3.4,4.3,6.2,1.5,0,2.3,1.8,11.8
